Symbol,Name
ASIANPAINT,ASIAN PAINTS LIMITED
ASIANTILES,ASIAN GRANITO IND. LTD.
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED
ASMS,BARTRONICS INDIA LIMITED
ASPINWALL,ASPINWALL & CO LTD
ASTEC,ASTEC LIFESCIENCES LTD
ASTERDM,ASTER DM HEALTHCARE LTD.
ASTRAL,ASTRAL LIMITED
ASTRAMICRO,ASTRA MICROWAVE LTD
ASTRAZEN,ASTRAZENECA PHARMA IND LT
ATAM,ATAM VALVES LIMITED
ATFL,AGRO TECH FOODS LIMITED
ATGL,ADANI TOTAL GAS LIMITED
ATL,ALLCARGO TERMINALS LTD
ATUL,ATUL LTD
ATULAUTO,ATUL AUTO LIMITED
AUBANK,AU SMALL FINANCE BANK LTD
AURIONPRO,AURIONPRO SOLN LTD
AUROPHARMA,AUROBINDO PHARMA LTD
AURUM,AURUM PROPTECH LIMITED
AUTOAXLES,AUTOMOTIVE AXLES LIMITED
AUTOBEES,NIPPONAMC - NETFAUTO
AUTOIETF,ICICIPRAMC - ICICIAUTO
AUTOIND,AUTOLINE INDUSTRIES LTD
AVADHSUGAR,AVADH SUG & ENERGY LTD
AVALON,AVALON TECHNOLOGIES LTD
AVANTEL,AVANTEL LIMITED
AVANTIFEED,AVANTI FEEDS LIMITED
AVG,AVG LOGISTICS LIMITED
AVONMORE,AVONMORE CAP&MGT SERV LTD
AVROIND,AVRO INDIA LIMITED
AVTNPL,AVT NATURAL PRODUCTS LTD
AWFIS,AWFIS SPACE SOLUTIONS LTD
AWHCL,ANTONY WASTE HDG CELL LTD
AWL,ADANI WILMAR LIMITED
AXISBANK,AXIS BANK LIMITED
AXISBNKETF,AXISAMC - AXISBNKETF
AXISBPSETF,AXISAMC - AXISBPSETF
AXISCADES,AXISCADES TECH LTD
AXISCETF,AXISAMC - AXISCETF
AXISGOLD,AXIS MF - AXIS GOLD ETF
AXISHCETF,AXISAMC - AXISHCETF
AXISILVER,AXISAMC - AXISILVER
AXISNIFTY,AXISAMC - AXISNIFTY
AXISTECETF,AXISAMC - AXISTECETF
AXITA,AXITA COTTON LIMITED
AXSENSEX,AXISAMC - AXSENSEX
AZAD,AZAD ENGINEERING LIMITED
BAJAJ-AUTO,BAJAJ AUTO LIMITED
BAJAJCON,BAJAJ CONSUMER CARE LTD
BAJAJELEC,BAJAJ ELECT.LTD
BAJAJFINSV,BAJAJ FINSERV LTD.
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED
BAJAJHFL,BAJAJ HOUSING FINANCE LTD
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD
BAJEL,BAJEL PROJECTS LIMITED
BAJFINANCE,BAJAJ FINANCE LIMITED
BALAJEE,SHREE TIRUPATI BALAJEE L
BALAJITELE,BALAJI TELEFILMS LTD.
BALAMINES,BALAJI AMINES LIMITED
BALAXI,BALAXI PHARMA LTD
BALKRISIND,BALKRISHNA IND. LTD
BALMLAWRIE,BALMER LAWRIE & CO LTD
BALPHARMA,BAL PHARMA LTD.
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD
BALUFORGE,BALU FORGE INDUSTRIES LTD
BANARBEADS,BANARAS BEADS LTD
BANARISUG,BANNARI AMMAN SUGARS LTD
BANCOINDIA,BANCO PRODUCTS (I) LTD
BANDHANBNK,BANDHAN BANK LIMITED
BANKBARODA,BANK OF BARODA
BANKBEES,NIP IND ETF BANK BEES
BANKBETF,BFAM - BANKBETF
BANKETF,MIRAEAMC - BANKETF
BANKETFADD,DSPAMC - DSPBANKETF
BANKIETF,ICICIPRAMC - IPRU5008
BANKINDIA,BANK OF INDIA
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF
BANSALWIRE,BANSAL WIRE INDUSTRIES L
BANSWRAS,BANSWARA SYNTEX LIMITED
BARBEQUE,BARBEQUE NATION HOSP. LTD
BASF,BASF INDIA LTD
BASML,BANNARI AM SPIN MILL LTD.
BATAINDIA,BATA INDIA LTD
BAYERCROP,BAYER CROPSCIENCE LTD
BBETF0432,EDELAMC - BBETF0432
BBL,BHARAT BIJLEE LTD
BBOX,BLACK BOX LIMITED
BBTC,BOMBAY BURMAH TRADING COR
BCLIND,BCL INDUSTRIES LIMITED
BCONCEPTS,BRAND CONCEPTS LIMITED
BDL,BHARAT DYNAMICS LIMITED
BECTORFOOD,MRS BECTORS FOOD SPE LTD
BEL,BHARAT ELECTRONICS LTD
BEML,BEML LIMITED
BEPL,BHANSALI ENG. POLYMERS LT
BERGEPAINT,BERGER PAINTS (I) LTD
BESTAGRO,BEST AGROLIFE LIMITED
BFINVEST,BF INVESTMENT LIMITED
BFSI,MIRAEAMC - MAFSETF
BFUTILITIE,BF UTILITIES LIMITED
BGRENERGY,BGR ENERGY SYSTEMS LTD
BHAGCHEM,BHAGIRADHA CHEM & INDS L
BHAGERIA,BHAGERIA INDUSTRIES LTD
BHAGYANGR,BHAGYANAGAR INDIA LIMITED
BHANDARI,BHANDARI HOSIERY EXP LTD
BHARATFORG,BHARAT FORGE LTD
BHARATGEAR,BHARAT GEARS LTD.
BHARATRAS,BHARAT RASAYAN LTD
BHARATWIRE,BHARAT WIRE ROPES LTD.
BHARTIARTL,BHARTI AIRTEL LIMITED
BHARTIHEXA,BHARTI HEXACOM LIMITED
BHEL,BHEL
BIGBLOC,BIGBLOC CONSTRUCTION LTD
BIKAJI,BIKAJI FOODS INTERN LTD
BIOCON,BIOCON LIMITED.
BIOFILCHEM,BIOFIL CHEM & PHARMA LTD
BIRLACABLE,BIRLA CABLE LIMITED
BIRLACORPN,BIRLA CORPORATION LTD
BLAL,BEML LAND ASSETS LIMITED
BLISSGVS,BLISS GVS PHARMA LTD
BLKASHYAP,B.L.KASHYAP & SON LTD
BLS,BLS INTL SERVS LTD
BLSE,BLS E-SERVICES LIMITED
BLUEDART,BLUE DART EXPRESS LTD
BLUEJET,BLUE JET HEALTHCARE LTD
BLUESTARCO,BLUE STAR LIMITED
BODALCHEM,BODAL CHEMICALS LTD
BOMDYEING,BOMBAY DYEING & MFG. CO L
BOROLTD,BOROSIL LIMITED
BORORENEW,BOROSIL RENEWABLES LTD
BOROSCI,BOROSIL SCIENTIFIC LTD
BOSCHLTD,BOSCH LIMITED
BPCL,BHARAT PETROLEUM CORP  LT
BPL,BPL LTD
BRIGADE,BRIGADE ENTER. LTD
BRITANNIA,BRITANNIA INDUSTRIES LTD
BRNL,BHARAT ROAD NETWORK LTD
BSE,BSE LIMITED
BSE500IETF,ICICIPRAMC - ICICI500
BSHSL,BOMBAY SUPER HYBRID SEEDS
BSL,BSL LTD
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR
BSLSENETFG,BIRLASLAMC - BSLSENETFG
BSOFT,BIRLASOFT LIMITED
BTML,BODHI TREE MULTIMEDIA LTD
BUTTERFLY,BTRFLY GANDHI APPL LTD
BYKE,THE BYKE HOSPITALITY LTD
CAMLINFINE,CAMLIN FINE SCIENCES LTD
CAMPUS,CAMPUS ACTIVEWEAR LIMITED
CAMS,COMPUTER AGE MNGT SER LTD
CANBK,CANARA BANK
CANFINHOME,CAN FIN HOMES LTD
CANTABIL,CANTABIL RETAIL LTD
CAPACITE,CAPACITE INFRAPROJECT LTD
CAPITALSFB,CAPITAL SMALL FIN BANK L
CAPLIPOINT,CAPLIN POINT LAB LTD.
CAPTRUST,CAPITAL TRUST LIMITED
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD
CAREERP,CAREER POINT LIMITED
CARERATING,CARE RATINGS LIMITED
CARTRADE,CARTRADE TECH LIMITED
CARYSIL,CARYSIL LIMITED
CASTROLIND,CASTROL INDIA LIMITED
CCL,CCL PRODUCTS (I) LTD
CDSL,CENTRAL DEPO SER (I) LTD
CEATLTD,CEAT LIMITED
CEIGALL,CEIGALL INDIA LIMITED
CELLO,CELLO WORLD LIMITED
CENTENKA,CENTURY ENKA LTD
CENTRALBK,CENTRAL BANK OF INDIA
CENTRUM,CENTRUM CAPITAL LIMITED
CENTUM,CENTUM ELECTRONICS LTD
CENTURYPLY,CENTURY PLYBOARDS (I) LTD
CERA,CERA SANITARYWARE LTD
CESC,CESC LTD
CGCL,CAPRI GLOBAL CAPITAL LTD
CGPOWER,CG POWER AND IND SOL LTD
CHALET,CHALET HOTELS LIMITED
CHAMBLFERT,CHAMBAL FERTILIZERS LTD
CHEMBOND,CHEMBOND CHEMICALS LTD
CHEMCON,CHEMCON SPECIAL CHEM LTD
CHEMFAB,CHEMFAB ALKALIS LIMITED
CHEMPLASTS,CHEMPLAST SANMAR LIMITED
CHENNPETRO,CHENNAI PETROLEUM CORP LT
CHEVIOT,CHEVIOT COMPANY LIMITED
CHOICEIN,CHOICE INTERNATIONAL LTD
CHOLAFIN,CHOLAMANDALAM IN & FIN CO
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD
CIEINDIA,CIE AUTOMOTIVE INDIA LTD
CIGNITITEC,CIGNITI TECHNOLOGIES LTD
CINELINE,CINELINE INDIA LIMITED
CIPLA,CIPLA LTD
CLEAN,CLEAN SCIENCE & TECH LTD
CLEDUCATE,CL EDUCATE LIMITED
CLSEL,CHAMAN LAL SETIA EXP LTD
CMSINFO,CMS INFO SYSTEMS LIMITED
COALINDIA,COAL INDIA LTD
COASTCORP,COASTAL CORPORATION LTD
COCHINSHIP,COCHIN SHIPYARD LIMITED
COFFEEDAY,COFFEE DAY ENTERPRISE LTD
COFORGE,COFORGE LIMITED
COLPAL,COLGATE PALMOLIVE LTD.
COMMOIETF,ICICIPRAMC - ICICICOMMO
COMPUSOFT,COMPUCOM SOFTWARE LTD
CONCOR,CONTAINER CORP OF IND LTD
CONCORDBIO,CONCORD BIOTECH LIMITED
CONFIPET,CONFIDENCE PETRO IND LTD.
CONSOFINVT,CONSO. FIN. & HOLD. LTD.
CONSUMBEES,NIP IND ETF CONSUMPTION
CONSUMIETF,ICICIPRAMC - ICICICONSU
CONTROLPR,CONTROL PRINT LIMITED
COROMANDEL,COROMANDEL INTERNTL. LTD
COSMOFIRST,COSMO FIRST LIMITED
CPSEETF,CPSE ETF
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD
CREATIVE,CREATIVE NEWTECH LIMITED
CREDITACC,CREDITACCESS GRAMEEN LTD
CREST,CREST VENTURES LIMITED
CRISIL,CRISIL LTD
CROMPTON,CROMPT GREA CON ELEC LTD
CSBBANK,CSB BANK LIMITED
CSLFINANCE,CSL FINANCE LIMITED
CTE,CAMBRIDGE TECH ENTER LTD
CUB,CITY UNION BANK LTD
CUMMINSIND,CUMMINS INDIA LTD
CYBERTECH,CYBERTECH SYSTEMS & SOFTW
CYIENT,CYIENT LIMITED
CYIENTDLM,CYIENT DLM LIMITED
DABUR,DABUR INDIA LTD
DALBHARAT,DALMIA BHARAT LIMITED
DALMIASUG,DALMIA BHARAT SUG IN LTD
DAMODARIND,DAMODAR INDUSTRIES LTD
DATAMATICS,DATAMATICS GLOBAL SER LTD
DATAPATTNS,DATA PATTERNS INDIA LTD
DAVANGERE,DAVANGERE SUGAR COMPANY L
DBCORP,D.B.CORP LTD
DBEIL,DEEPAK BUILDERS & ENG I L
DBL,DILIP BUILDCON LIMITED
DBOL,DHAMPUR BIO ORGANICS LTD
DBREALTY,VALOR ESTATE LIMITED
DCAL,DISHMAN CARBO AMCIS LTD
DCBBANK,DCB BANK LIMITED
DCM,DCM LIMITED
DCMNVL,DCM NOUVELLE LIMITED
DCMSHRIRAM,DCM SHRIRAM LIMITED
DCMSRIND,DCM SHRIRAM IND LTD
DCW,DCW LTD
DCXINDIA,DCX SYSTEMS LIMITED
DECCANCE,DECCAN CEMENTS LIMITED
DEEDEV,DEE DEVELOPMENT ENG LTD
DEEPAKFERT,DEEPAK FERTILIZERS & PETR
DEEPAKNTR,DEEPAK NITRITE LTD
DEEPINDS,DEEP INDUSTRIES LIMITED
DELHIVERY,DELHIVERY LIMITED
DELPHIFX,DELPHI WORLD MONEY LTD
DELTACORP,DELTA CORP LIMITED
DELTAMAGNT,DELTA MANUFACTURING LTD
DEN,DEN NETWORKS LTD
DENORA,DE NORA INDIA LIMITED
DEVIT,DEV INFO TECHNOLOGY LTD
DEVYANI,DEVYANI INTERNATIONAL LTD
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.
DHANBANK,DHANLAXMI BANK LIMITED
DHANI,DHANI SERVICES LIMITED
DHANUKA,DHANUKA AGRITECH LTD
DHARMAJ,DHARMAJ CROP GUARD LTD
DHUNINV,DHUNSERI INVESTMENTS LTD
DIAMINESQ,DIAMINES & CHEMICALS LTD
DIAMONDYD,PRATAAP SNACKS LIMITED
DIFFNKG,DIFFUSION ENGINEERS LTD
DIGISPICE,DIGISPICE TECHNOLOGIES LT
DIL,DEBOCK INDUSTRIES LIMITED
DISHTV,DISH TV INDIA LTD.
DIVGIITTS,DIVGI TORQTRANSFER SYST L
DIVISLAB,DIVI S LABORATORIES LTD
DIVOPPBEES,NIP IND ETF DIV OPP
DIXON,DIXON TECHNO (INDIA) LTD
DLF,DLF LIMITED
DLINKINDIA,D-LINK INDIA LTD
DMART,AVENUE SUPERMARTS LIMITED
DMCC,DMCC SPECIALITY CHEMICALS
DODLA,DODLA DAIRY LIMITED
DOLATALGO,DOLAT ALGOTECH LIMITED
DOLLAR,DOLLAR INDUSTRIES LIMITED
DOMS,DOMS INDUSTRIES LIMITED
DPABHUSHAN,D. P. ABHUSHAN LIMITED
DPSCLTD,DPSC LIMITED
DPWIRES,D P WIRES LIMITED
DREAMFOLKS,DREAMFOLKS SERVICES LTD
DRREDDY,DR. REDDY S LABORATORIES
DSSL,DYNACONS SYS & SOLN LTD
DTIL,DHUNSERI TEA & IND. LTD.
DUCON,DUCON INFRATECHNOLOGIES L
DVL,DHUNSERI VENTURES LIMITED
DWARKESH,DWARIKESH SUGAR IND LTD
DYCL,DYNAMIC CABLES LIMITED
DYNAMATECH,DYNAMATIC TECHNOLOGIES
DYNPRO,DYNEMIC PRODUCTS LIMITED
EASEMYTRIP,EASY TRIP PLANNERS LTD
ECLERX,ECLERX SERVICES LTD
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L
EDELWEISS,EDELWEISS FIN SERV LTD
EGOLD,EDELAMC - EGOLD
EICHERMOT,EICHER MOTORS LTD
EIDPARRY,EID PARRY INDIA LTD
EIFFL,EURO (I) FRESH FOODS LTD
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD
EIHOTEL,EIH LIMITED
EKC,EVEREST KANTO CYLINDERLTD
ELDEHSG,ELDECO HSG & IND LTD.
ELECON,ELECON ENG. CO. LTD
ELECTCAST,ELECTROSTEEL CASTINGS LTD
ELGIEQUIP,ELGI EQUIPMENTS LTD
ELIN,ELIN ELECTRONICS LIMITED
EMAMILTD,EMAMI LIMITED
EMAMIPAP,EMAMI PAPER MILLS LIMITED
EMAMIREAL,EMAMI REALTY LIMITED
EMBDL,EQUINOX INDIA DEV LTD
EMCURE,EMCURE PHARMACEUTICALS L
EMIL,ELECTRONICS MART IND LTD
EMMBI,EMMBI INDUSTRIES LIMITED
EMSLIMITED,EMS LIMITED
EMUDHRA,EMUDHRA LIMITED
ENDURANCE,ENDURANCE TECHNO. LTD.
ENGINERSIN,ENGINEERS INDIA LTD
ENIL,ENTERTAIN NET. IND. LTD.
ENTERO,ENTERO HEALTHCARE SOLU L
EPACK,EPACK DURABLE LIMITED
EPIGRAL,EPIGRAL LIMITED
EPL,EPL LIMITED
EQUAL50ADD,DSPAMC - DSPNEWETF
EQUITASBNK,EQUITAS SMALL FIN BNK LTD
ERIS,ERIS LIFESCIENCES LIMITED
EROSMEDIA,EROS INTL MEDIA LTD
ESABINDIA,ESAB INDIA LTD
ESAFSFB,ESAF SMALL FINANCE BANK L
ESCORTS,ESCORTS KUBOTA LIMITED
ESG,MIRAEAMC - MAESGETF
ESILVER,EDELAMC - ESILVER
ESSENTIA,INTEGRA ESSENTIA LIMITED
ESTER,ESTER INDUSTRIES LTD
ETHOSLTD,ETHOS LIMITED
EUREKAFORB,EUREKA FORBES LIMITED
EVEREADY,EVEREADY INDS. IND.  LTD.
EVERESTIND,EVEREST INDUSTRIES LTD
EVINDIA,MIRAEAMC - EVINDIA
EXCELINDUS,EXCEL INDUSTRIES LTD
EXICOM,EXICOM TELE SYSTEMS LTD
EXIDEIND,EXIDE INDUSTRIES LTD
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED
EXXARO,EXXARO TILES LIMITED
FACT,FACT LTD
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED
FAZE3Q,FAZE THREE LIMITED
FCL,FINEOTEX CHEMICAL LIMITED
FCSSOFT,FCS SOFTWARE SOLN. LTD.
FDC,FDC LIMITED
FEDERALBNK,FEDERAL BANK LTD
FEDFINA,FEDBANK FINANCIAL SER L
FIEMIND,FIEM INDUSTRIES LIMITED
FILATEX,FILATEX INDIA LTD
FILATFASH,FILATEX FASHIONS LIMITED
FINCABLES,FINOLEX CABLES LTD
FINEORG,FINE ORGANIC IND. LTD.
FINIETF,ICICIPRAMC-ICICIFIN
FINOPB,FINO PAYMENTS BANK LTD
FINPIPE,FINOLEX INDUSTRIES LTD
FIRSTCRY,BRAINBEES SOLUTIONS LTD
FIVESTAR,FIVE-STAR BUS FIN LTD
FLAIR,FLAIR WRITING INDUST LTD
FLUOROCHEM,GUJARAT FLUOROCHEM LTD
FMCGIETF,ICICIPRAMC - ICICIFMCG
FMGOETZE,FEDERAL-MOGUL GOETZE (IND
FOODSIN,FOODS & INNS LIMITED
FORCEMOT,FORCE MOTORS LIMITED
FORTIS,FORTIS HEALTHCARE LTD
FOSECOIND,FOSECO INDIA LTD
FSL,FIRSTSOURCE SOLU. LTD.
FUSION,FUSION FINANCE LIMITED
GABRIEL,GABRIEL INDIA LTD
GAEL,GUJARAT AMBUJA EXPORTS LT
GAIL,GAIL (INDIA) LTD
GALAPREC,GALA PRECISION ENG LTD
GALAXYSURF,GALAXY SURFACTANTS LTD
GANDHAR,GANDHAR OIL REFINE IND L
GANDHITUBE,GANDHI SPL. TUBES LTD
GANECOS,GANESHA ECOSPHERE LIMITED
GANESHBE,GANESH BENZOPLAST LIMITED
GANESHHOUC,GANESH HOUSING CORP LTD
GANGESSECU,GANGES SECURITIES LIMITED
GARFIBRES,GARWARE TECH FIBRES LTD
GATEWAY,GATEWAY DISTRIPARKS LTD
GEECEE,GEECEE VENTURES LIMITED
GENESYS,GENESYS INTL CORPN LTD
GENSOL,GENSOL ENGINEERING LTD
GENUSPAPER,GENUS P&B LIMITED
GENUSPOWER,GENUS POWER INFRASTRU LTD
GEOJITFSL,GEOJIT FINANCIAL SER L
GEPIL,GE POWER INDIA LIMITED
GESHIP,THE GE SHPG.LTD
GFLLIMITED,GFL LIMITED
GHCL,GHCL LIMITED
GHCLTEXTIL,GHCL TEXTILES LIMITED
GICHSGFIN,GIC HOUSING FINANCE LTD
GICRE,GENERAL INS CORP OF INDIA
GILLETTE,GILLETTE INDIA LTD
GILT5YBEES,RELCAPAMC - NETFGILT5Y
GINNIFILA,GINNI FILAMENTS LTD
GIPCL,GUJ IND POW CO. LTD
GLAND,GLAND PHARMA LIMITED
GLAXO,GLAXOSMITHKLINE PHARMA LT
GLENMARK,GLENMARK PHARMACEUTICALS
GLOBUSSPR,GLOBUS SPIRITS LTD
GLOSTERLTD,GLOSTER LIMITED
GLS,GLENMARK LIFE SCIENCE LTD
GMBREW,G M BREWERIES LTD
GMDCLTD,GUJARAT MINERAL DEV CORP
GMMPFAUDLR,GMM PFAUDLER LIMITED
GMRINFRA,GMR AIRPORTS INFRA LTD
GMRP&UI,GMR POW AND URBAN INFRA L
GNA,GNA AXLES LIMITED
GNFC,GUJ NAR VAL FER & CHEM L
GOACARBON,GOA CARBON LIMITED
GOCLCORP,GOCL CORPORATION LIMITED
GOCOLORS,GO FASHION INDIA LTD
GODFRYPHLP,GODFREY PHILLIPS INDIA LT
GODIGIT,GO DIGIT GENERAL INS LTD
GODREJAGRO,GODREJ AGROVET LIMITED
GODREJCP,GODREJ CONSUMER PRODUCTS
GODREJIND,GODREJ INDUSTRIES LTD
GODREJPROP,GODREJ PROPERTIES LTD
GOKEX,GOKALDAS EXPORTS LTD.
GOKUL,GOKUL REFOILS & SOLV LTD
GOKULAGRO,GOKUL AGRO RESOURCES LTD
GOLD1,KOTAK GOLD ETF
GOLDBEES,NIP IND ETF GOLD BEES
GOLDCASE,ZERODHAAMC - GOLDCASE
GOLDETF,MIRAEAMC - MAGOLDETF
GOLDETFADD,DSPAMC - DSPGOLDETF
GOLDIAM,GOLDIAM INTERNATIONAL LTD
GOLDIETF,ICICI PRUDENTIAL GOLD ETF
GOLDSHARE,UTI GOLD ETF
GOODLUCK,GOODLUCK INDIA LIMITED
GOODYEAR,GOODYEAR INDIA LIMITED
GOPAL,GOPAL SNACKS LIMITED
GPIL,GODAWARI POW & ISP LTD
GPPL,GUJARAT PIPAVAV PORT LTD
GPTHEALTH,GPT HEALTHCARE LIMITED
GRANULES,GRANULES INDIA LIMITED
GRAPHITE,GRAPHITE INDIA LTD
GRASIM,GRASIM INDUSTRIES LTD
GRAVITA,GRAVITA INDIA LIMITED
GREAVESCOT,GREAVES COTTON LTD.
GREENLAM,GREENLAM INDUSTRIES LTD.
