symbol,name,isin,industry
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,Auto Components & Equipments
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,Gems Jewellery And Watches
YESBANK,Yes Bank Limited,INE528G01035,Private Sector Bank
GRINDWELL,Grindwell Norton Limited,INE536A01023,Abrasives & Bearings
BANKINDIA,Bank of India,INE084A01016,Public Sector Bank
VBL,Varun Beverages Limited,INE200M01039,Other Beverages
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,Hotels & Resorts
ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,Investment Company
SCHAEFFLER,Schaeffler India Limited,INE513A01022,Auto Components & Equipments
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,Non Banking Financial Company (NBFC)
SJVN,SJVN Limited,INE002L01015,Power Generation
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,Tour Travel Related Services
FORTIS,Fortis Healthcare Limited,INE061F01013,Hospital
JSWINFRA,JSW Infrastructure Limited,INE880J01026,Port & Port services
SKFINDIA,SKF India Limited,INE640A01023,Abrasives & Bearings
TIMKEN,Timken India Limited,INE325A01013,Abrasives & Bearings
MARICO,Marico Limited,INE196A01026,Edible Oil
COROMANDEL,Coromandel International Limited,INE169A01031,Fertilizers
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,E-Retail/ E-Commerce
ADANIPORTS,Adani Ports and Special Economic Zone Limited,INE742F01042,Port & Port services
AIAENG,AIA Engineering Limited,INE212H01026,Castings & Forgings
CANBK,Canara Bank,INE476A01022,Public Sector Bank
BEL,Bharat Electronics Limited,INE263A01024,Aerospace & Defense
JIOFIN,Jio Financial Services Limited,INE758E01017,Non Banking Financial Company (NBFC)
SUPREMEIND,Supreme Industries Limited,INE195A01028,Plastic Products - Industrial
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,Personal Care
BHEL,Bharat Heavy Electricals Limited,INE257A01026,Heavy Electrical Equipment
TATAELXSI,Tata Elxsi Limited,INE670A01012,Computers - Software & Consulting
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,Iron & Steel Products
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,Financial Institution
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,Cement & Cement Products
MAHABANK,Bank of Maharashtra,INE457A01014,Public Sector Bank
CARBORUNIV,Carborundum Universal Limited,INE120A01034,Abrasives & Bearings
PFC,Power Finance Corporation Limited,INE134E01011,Financial Institution
TATAMOTORS,Tata Motors Limited,INE155A01022,Passenger Cars & Utility Vehicles
GUJGASLTD,Gujarat Gas Limited,INE844O01030,LPG/CNG/PNG/LNG Supplier
TATAPOWER,Tata Power Company Limited,INE245A01021,Integrated Power Utilities
PETRONET,Petronet LNG Limited,INE347G01014,LPG/CNG/PNG/LNG Supplier
BHARATFORG,Bharat Forge Limited,INE465A01025,Auto Components & Equipments
TITAN,Titan Company Limited,INE280A01028,Gems Jewellery And Watches
IDBI,IDBI Bank Limited,INE008A01015,Private Sector Bank
TORNTPOWER,Torrent Power Limited,INE813H01021,Integrated Power Utilities
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,Non Banking Financial Company (NBFC)
HAL,Hindustan Aeronautics Limited,INE066F01020,Aerospace & Defense
IOB,Indian Overseas Bank,INE565A01014,Public Sector Bank
BAJAJHLDNG,Bajaj Holdings & Investment Limited,INE118A01012,Holding Company
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,Iron & Steel
BANKBARODA,Bank of Baroda,INE028A01039,Public Sector Bank
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,Non Banking Financial Company (NBFC)
THERMAX,Thermax Limited,INE152A01029,Heavy Electrical Equipment
ASHOKLEY,Ashok Leyland Limited,INE208A01029,Commercial Vehicles
HONAUT,Honeywell Automation India Limited,INE671A01010,Industrial Products
PATANJALI,Patanjali Foods Limited,INE619A01035,Edible Oil
NESTLEIND,Nestle India Limited,INE239A01024,Packaged Foods
EICHERMOT,Eicher Motors Limited,INE066A01021,2/3 Wheelers
ABBOTINDIA,Abbott India Limited,INE358A01014,Pharmaceuticals
NTPC,NTPC Limited,INE733E01010,Power Generation
VEDL,Vedanta Limited,INE205A01025,Diversified Metals
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,Financial Institution
UPL,UPL Limited,INE628A01036,Pesticides & Agrochemicals
MPHASIS,MphasiS Limited,INE356A01018,Computers - Software & Consulting
HINDALCO,Hindalco Industries Limited,INE038A01020,Aluminium
AXISBANK,Axis Bank Limited,INE238A01034,Private Sector Bank
JSL,Jindal Stainless Limited,INE220G01021,Iron & Steel
RECLTD,REC Limited,INE020B01018,Financial Institution
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,Auto Components & Equipments
LICI,Life Insurance Corporation Of India,INE0J1Y01017,Life Insurance
PIIND,PI Industries Limited,INE603J01030,Pesticides & Agrochemicals
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,Financial Institution
GMRINFRA,GMR Airports Infrastructure Limited,INE776C01039,Airport & Airport services
HINDZINC,Hindustan Zinc Limited,INE267A01025,Zinc
BANDHANBNK,Bandhan Bank Limited,INE545U01014,Private Sector Bank
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,Residential Commercial Projects
TATASTEEL,Tata Steel Limited,INE081A01020,Iron & Steel
AUBANK,AU Small Finance Bank Limited,INE949L01017,Other Bank
BHARTIHEXA,Bharti Hexacom Limited,INE343G01021,Telecom - Cellular & Fixed line services
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,Asset Management Company
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,Life Insurance
ADANIPOWER,Adani Power Limited,INE814H01011,Integrated Power Utilities
IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals
INDUSTOWER,Indus Towers Limited,INE121J01017,Telecom - Infrastructure
MRF,MRF Limited,INE883A01011,Tyres & Rubber Products
SOLARINDS,Solar Industries India Limited,INE343H01029,Explosives
INDUSINDBK,IndusInd Bank Limited,INE095A01012,Private Sector Bank
BPCL,Bharat Petroleum Corporation Limited,INE029A01011,Refineries & Marketing
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01012,Ship Building & Allied Services
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,2/3 Wheelers
ENDURANCE,Endurance Technologies Limited,INE913H01037,Auto Components & Equipments
LUPIN,Lupin Limited,INE326A01037,Pharmaceuticals
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,Private Sector Bank
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,Pharmaceuticals
HAVELLS,Havells India Limited,INE176B01034,Consumer Electronics
TVSMOTOR,TVS Motor Company Limited,INE494B01023,2/3 Wheelers
PAGEIND,Page Industries Limited,INE761H01022,Garments & Apparels
JSWENERGY,JSW Energy Limited,INE121E01018,Power Generation
JKCEMENT,JK Cement Limited,INE823G01014,Cement & Cement Products
COALINDIA,Coal India Limited,INE522F01014,Coal
UNIONBANK,Union Bank of India,INE692A01016,Public Sector Bank
MEDANTA,Global Health Limited,INE474Q01031,Hospital
CIPLA,Cipla Limited,INE059A01026,Pharmaceuticals
BAJAJFINSV,Bajaj Finserv Limited,INE918I01026,Holding Company
DABUR,Dabur India Limited,INE016A01026,Personal Care
SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,Specialty Chemicals
BIOCON,Biocon Limited,INE376G01013,Pharmaceuticals
RELIANCE,Reliance Industries Limited,INE002A01018,Refineries & Marketing
ATGL,Adani Total Gas Limited,INE399L01023,LPG/CNG/PNG/LNG Supplier
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,Pharmaceuticals
SRF,SRF Limited,INE647A01010,Specialty Chemicals
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,Housing Finance Company
AJANTPHARM,Ajanta Pharma Limited,INE031B01049,Pharmaceuticals
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,Life Insurance
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,Non Banking Financial Company (NBFC)
ASTRAL,Astral Limited,INE006I01046,Plastic Products - Industrial
OIL,Oil India Limited,INE274J01014,Oil Exploration & Production
INDIGO,InterGlobe Aviation Limited,INE646L01027,Airline
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,Diversified FMCG
EXIDEIND,Exide Industries Limited,INE302A01020,Auto Components & Equipments
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,Cement & Cement Products
BALKRISIND,Balkrishna Industries Limited,INE787D01026,Tyres & Rubber Products
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,2/3 Wheelers
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,Life Insurance
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,Asset Management Company
BAYERCROP,Bayer Cropscience Limited,INE462A01022,Pesticides & Agrochemicals
NAUKRI,Info Edge (India) Limited,INE663F01024,Internet & Catalogue Retail
DALBHARAT,Dalmia Bharat Limited,INE00R701025,Cement & Cement Products
TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software & Consulting
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,Power - Transmission
DIXON,Dixon Technologies (India) Limited,INE935N01020,Consumer Electronics
SHRIRAMFIN,Shriram Finance Limited,INE721A01013,Non Banking Financial Company (NBFC)
DLF,DLF Limited,INE271C01023,Residential Commercial Projects
ACC,ACC Limited,INE012A01025,Cement & Cement Products
CUMMINSIND,Cummins India Limited,INE298A01020,Compressors Pumps & Diesel Engines
BAJFINANCE,Bajaj Finance Limited,INE296A01024,Non Banking Financial Company (NBFC)
POLYCAB,Polycab India Limited,INE455K01017,Cables - Electricals
TATACOMM,Tata Communications Limited,INE151A01013,Telecom - Cellular & Fixed line services
GICRE,General Insurance Corporation of India,INE481Y01014,General Insurance
IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,Heavy Electrical Equipment
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,Non Banking Financial Company (NBFC)
TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals
UNITDSPR,United Spirits Limited,INE854D01024,Breweries & Distilleries
POLICYBZR,PB Fintech Limited,INE417T01026,Financial Technology (Fintech)
MARUTI,Maruti Suzuki India Limited,INE585B01010,Passenger Cars & Utility Vehicles
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals
3MINDIA,3M India Limited,INE470A01017,Diversified
NMDC,NMDC Limited,INE584A01023,Industrial Minerals
ITC,ITC Limited,INE154A01025,Diversified FMCG
PERSISTENT,Persistent Systems Limited,INE262H01021,Computers - Software & Consulting
GRASIM,Grasim Industries Limited,INE047A01021,Cement & Cement Products
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,Sponge Iron
GODREJPROP,Godrej Properties Limited,INE484J01027,Residential Commercial Projects
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,Hospital
SBIN,State Bank of India,INE062A01020,Public Sector Bank
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,Restaurants
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,Pharmaceuticals
GAIL,GAIL (India) Limited,INE129A01019,Gas Transmission/Marketing
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,Tea & Coffee
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products
JSWSTEEL,JSW Steel Limited,INE019A01038,Iron & Steel
PAYTM,One 97 Communications Limited,INE982J01020,Financial Technology (Fintech)
ESCORTS,Escorts Kubota Limited,INE042A01014,Tractors
LT,Larsen & Toubro Limited,INE018A01030,Civil Construction
MANKIND,Mankind Pharma Limited,INE634S01028,Pharmaceuticals
LTTS,L&T Technology Services Limited,INE010V01017,IT Enabled Services
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
HDFCBANK,HDFC Bank Limited,INE040A01034,Private Sector Bank
BHARTIARTL,Bharti Airtel Limited,INE397D01024,Telecom - Cellular & Fixed line services
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,Power Distribution
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,Pharmaceuticals
PIDILITIND,Pidilite Industries Limited,INE318A01026,Specialty Chemicals
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,Fertilizers
LTIM,LTIMindtree Limited,INE214T01019,Computers - Software & Consulting
TRENT,Trent Limited,INE849A01020,Speciality Retail
FEDERALBNK,The Federal Bank  Limited,INE171A01029,Private Sector Bank
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,General Insurance
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,Refineries & Marketing
TATAINVEST,Tata Investment Corporation Limited,INE672A01018,Investment Company
ASIANPAINT,Asian Paints Limited,INE021A01026,Paints
ICICIBANK,ICICI Bank Limited,INE090A01021,Private Sector Bank
GODREJIND,Godrej Industries Limited,INE233A01035,Diversified
CONCOR,Container Corporation of India Limited,INE111A01025,Logistics Solution Provider
WIPRO,Wipro Limited,INE075A01022,Computers - Software & Consulting
BOSCHLTD,Bosch Limited,INE323A01026,Auto Components & Equipments
UBL,United Breweries Limited,INE686F01025,Breweries & Distilleries
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,Auto Components & Equipments
MFSL,Max Financial Services Limited,INE180A01020,Life Insurance
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,Auto Components & Equipments
KEI,KEI Industries Limited,INE878B01027,Cables - Electricals
AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,Pharmaceuticals
NLCINDIA,NLC India Limited,INE589A01014,Power Generation
ADANIENT,Adani Enterprises Limited,INE423A01024,Trading - Minerals
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,Residential Commercial Projects
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment
LODHA,Macrotech Developers Limited,INE670K01029,Residential Commercial Projects
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting
BSE,BSE Limited,INE118H01025,Exchange and Data Platform
RVNL,Rail Vikas Nigam Limited,INE415G01027,Civil Construction
VOLTAS,Voltas Limited,INE226A01021,Household Appliances
OFSS,Oracle Financial Services Software Limited,INE881D01027,Software Products
CRISIL,CRISIL Limited,INE007A01025,Other Financial Services
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals
BRITANNIA,Britannia Industries Limited,INE216A01030,Packaged Foods
GLAND,Gland Pharma Limited,INE068V01023,Pharmaceuticals
HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software & Consulting
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products
COFORGE,Coforge Limited,INE591G01017,Computers - Software & Consulting
TIINDIA,Tube Investments of India Limited,INE974X01010,Auto Components & Equipments
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,Specialty Chemicals
SIEMENS,Siemens Limited,INE003A01024,Heavy Electrical Equipment
BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Paints
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,Pharmaceuticals
AWL,Adani Wilmar Limited,INE699H01024,Edible Oil
KPRMILL,K.P.R. Mill Limited,INE930H01031,Other Textile Products
UNOMINDA,UNO Minda Limited,INE405E01023,Auto Components & Equipments
GODREJCP,Godrej Consumer Products Limited,INE102D01028,Personal Care
METROBRAND,Metro Brands Limited,INE317I01021,Footwear
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,Hospital
INDIANB,Indian Bank,INE562A01011,Public Sector Bank
