symbol,companyName,isin,industry
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01012,Ship Building & Allied Services
BIOCON,Biocon Limited,INE376G01013,Pharmaceuticals
HINDPETRO,Hindustan Petroleum Corporation Limited,INE169701013,Refineries & Marketing
BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Paints
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,Residential Commercial Projects
PAYTM,One 97 Communications Limited,INE982J01020,Financial Technology (Fintech)
ASIANPAINT,Asian Paints Limited,INE021A01026,Paints
AUBANK,AU Small Finance Bank Limited,INE949L01017,Other Bank
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,Specialty Chemicals
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,Iron & Steel Products
SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology
PIDILITIND,Pidilite Industries Limited,INE318A01026,Specialty Chemicals
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,General Insurance
GRASIM,Grasim Industries Limited,INE047A01021,Cement & Cement Products
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals
BAJAJHLDNG,Bajaj Holdings & Investment Limited,INE118A01012,Holding Company
DABUR,Dabur India Limited,INE016A01026,Personal Care
DMART,Avenue Supermarts Limited,INE192R01011,Diversified Retail
UNITDSPR,United Spirits Limited,INE854D01024,Breweries & Distilleries
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,Diversified FMCG
UPL,UPL Limited,INE628A03024,Pesticides & Agrochemicals
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,Pharmaceuticals
GODREJCP,Godrej Consumer Products Limited,INE102D01028,Personal Care
BSE,BSE Limited,INE118H01025,Exchange and Data Platform
VBL,Varun Beverages Limited,INE200M01021,Other Beverages
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,Hospital
SUNTV,Sun TV Network Limited,INE424H01027,TV Broadcasting & Software Production
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products
LAURUSLABS,Laurus Labs Limited,INE947Q01028,Pharmaceuticals
BALKRISIND,Balkrishna Industries Limited,INE787D01026,Tyres & Rubber Products
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
PETRONET,Petronet LNG Limited,INE347G01014,LPG/CNG/PNG/LNG Supplier
ADANIGREEN,Adani Green Energy Limited,INE364U01010,Power Generation
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,Cement & Cement Products
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,Cement & Cement Products
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,Pharmaceuticals
SRF,SRF Limited,INE647A01010,Specialty Chemicals
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,Healthcare Service Provider
POLICYBZR,PB Fintech Limited,INE417T01026,Financial Technology (Fintech)
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,Asset Management Company
