symbol,companyName,isin,industry
BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Paints
ASIANPAINT,Asian Paints Limited,INE021A01026,Paints
GRASIM,Grasim Industries Limited,INE047A01021,Cement & Cement Products
PIDILITIND,Pidilite Industries Limited,INE318A01026,Specialty Chemicals
UNITDSPR,United Spirits Limited,INE854D01024,Breweries & Distilleries
DABUR,Dabur India Limited,INE016A01026,Personal Care
BAJAJHLDNG,Bajaj Holdings & Investment Limited,INE118A01012,Holding Company
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,General Insurance
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,Diversified FMCG
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,Hospital
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products
ADANIGREEN,Adani Green Energy Limited,INE364U01010,Power Generation
VBL,Varun Beverages Limited,INE200M01021,Other Beverages
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A04014,Pharmaceuticals
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,Cement & Cement Products
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,Pharmaceuticals
DMART,Avenue Supermarts Limited,INE192R01011,Diversified Retail
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,Cement & Cement Products
HAL,Hindustan Aeronautics Limited,INE066F01020,Aerospace & Defense
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
SRF,SRF Limited,INE647A01010,Specialty Chemicals
NESTLEIND,Nestle India Limited,INE239A01024,Packaged Foods
BAJAJFINSV,Bajaj Finserv Limited,INE918I01026,Holding Company
BEL,Bharat Electronics Limited,INE263A01024,Aerospace & Defense
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals
GODREJCP,Godrej Consumer Products Limited,INE102D01028,Personal Care
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,2/3 Wheelers
RELIANCE,Reliance Industries Limited,INE002A01018,Refineries & Marketing
HDFCBANK,HDFC Bank Limited,INE040A13013,Private Sector Bank
BPCL,Bharat Petroleum Corporation Limited,INE029A01011,Refineries & Marketing
IOC,Indian Oil Corporation Limited,INE242A01010,Refineries & Marketing
EICHERMOT,Eicher Motors Limited,INE066A01021,2/3 Wheelers
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,Pharmaceuticals
BRITANNIA,Britannia Industries Limited,INE216A07052,Packaged Foods
INDUSINDBK,IndusInd Bank Limited,INE095A01012,Private Sector Bank
HAVELLS,Havells India Limited,INE176B01034,Consumer Electronics
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,Life Insurance
JSWSTEEL,JSW Steel Limited,INE019A01038,Iron & Steel
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,Power Distribution
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,Private Sector Bank
TRENT,Trent Limited,INE849A13017,Speciality Retail
ATGL,Adani Total Gas Limited,INE399L01023,LPG/CNG/PNG/LNG Supplier
NTPC,NTPC Limited,INE733E07JH3,Power Generation
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,Life Insurance
DLF,DLF Limited,INE271C01023,Residential Commercial Projects
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting
CIPLA,Cipla Limited,INE059A01026,Pharmaceuticals
BHARTIARTL,Bharti Airtel Limited,INE397D01024,Telecom - Cellular & Fixed line services
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,Non Banking Financial Company (NBFC)
ITC,ITC Limited,INE154A01025,Diversified FMCG
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,Iron & Steel
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,Auto Components & Equipments
TITAN,Titan Company Limited,INE280A07025,Gems Jewellery And Watches
LICI,Life Insurance Corporation Of India,INE0J1Y01017,Life Insurance
MARICO,Marico Limited,INE196A01026,Edible Oil
INDIGO,InterGlobe Aviation Limited,INE646L01027,Airline
TATASTEEL,Tata Steel Limited,INE081A03018,Iron & Steel
TVSMOTOR,TVS Motor Company Limited,INE494B01023,2/3 Wheelers
HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software & Consulting
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,Power - Transmission
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,Tour Travel Related Services
SIEMENS,Siemens Limited,INE003A01024,Heavy Electrical Equipment
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A13011,Non Banking Financial Company (NBFC)
TATAMOTORS,Tata Motors Limited,INE155A01022,Passenger Cars & Utility Vehicles
ICICIBANK,ICICI Bank Limited,INE090A01021,Private Sector Bank
BAJFINANCE,Bajaj Finance Limited,INE296A13011,Non Banking Financial Company (NBFC)
ADANIENT,Adani Enterprises Limited,INE423A01024,Trading - Minerals
MARUTI,Maruti Suzuki India Limited,INE585B01010,Passenger Cars & Utility Vehicles
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,Life Insurance
ADANIPORTS,Adani Ports and Special Economic Zone Limited,INE742F01042,Port & Port services
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,2/3 Wheelers
ADANIPOWER,Adani Power Limited,INE814H01011,Integrated Power Utilities
TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software & Consulting
PFC,Power Finance Corporation Limited,INE134E07422,Financial Institution
SBIN,State Bank of India,INE062A01020,Public Sector Bank
BOSCHLTD,Bosch Limited,INE323A01026,Auto Components & Equipments
SHRIRAMFIN,Shriram Finance Limited,INE721A07PO9,Non Banking Financial Company (NBFC)
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,Tea & Coffee
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A08051,Pharmaceuticals
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting
NAUKRI,Info Edge (India) Limited,INE663F01024,Internet & Catalogue Retail
JIOFIN,Jio Financial Services Limited,INE758E01017,Non Banking Financial Company (NBFC)
AXISBANK,Axis Bank Limited,INE238A01034,Private Sector Bank
RECLTD,REC Limited,INE020B07IF7,Financial Institution
LT,Larsen & Toubro Limited,INE018A01030,Civil Construction
IRFC,Indian Railway Finance Corporation Limited,INE053F07561,Financial Institution
VEDL,Vedanta Limited,INE205A01025,Diversified Metals
GAIL,GAIL (India) Limited,INE129A01019,Gas Transmission/Marketing
LTIM,LTIMindtree Limited,INE214T01019,Computers - Software & Consulting
