symbol,name,isin,industry
ABSLAMC,Aditya Birla Sun Life AMC Limited,INE404A01024,Asset Management Company
NUVAMA,Nuvama Wealth Management Limited,INE531F01015,Stockbroking & Allied
YESBANK,Yes Bank Limited,INE528G01035,Private Sector Bank
SCI,Shipping Corporation Of India Limited,INE109A01011,Shipping
CIEINDIA,CIE Automotive India Limited,INE536H01010,Auto Components & Equipments
GRINDWELL,Grindwell Norton Limited,INE536A01023,Abrasives & Bearings
BANKINDIA,Bank of India,INE084A01016,Public Sector Bank
NSLNISP,NMDC Steel Limited,INE0NNS01018,Iron & Steel
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,Hotels & Resorts
ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,Investment Company
CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Microfinance Institutions
SCHAEFFLER,Schaeffler India Limited,INE513A01022,Auto Components & Equipments
CONCORDBIO,Concord Biotech Limited,INE338H01029,Pharmaceuticals
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,Other Bank
CERA,Cera Sanitaryware Limited,INE739E01017,Sanitary Ware
INDGN,Indegene Limited,INE065X01017,Healthcare Research Analytics & Technology
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,Non Banking Financial Company (NBFC)
SJVN,SJVN Limited,INE002L01015,Power Generation
FINCABLES,Finolex Cables Limited,INE235A01022,Cables - Electricals
FORTIS,Fortis Healthcare Limited,INE061F01013,Hospital
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,Private Sector Bank
TRIDENT,Trident Limited,INE064C01022,Other Textile Products
CGCL,Capri Global Capital Limited,INE180C01042,Non Banking Financial Company (NBFC)
ALOKINDS,Alok Industries Limited,INE270A01029,Other Textile Products
QUESS,Quess Corp Limited,INE615P01015,Diversified Commercial Services
VARROC,Varroc Engineering Limited,INE665L01035,Auto Components & Equipments
AADHARHFC,Aadhar Housing Finance Limited,INE883F01010,Housing Finance Company
JSWINFRA,JSW Infrastructure Limited,INE880J01026,Port & Port services
KAYNES,Kaynes Technology India Limited,INE918Z01012,Industrial Products
JWL,Jupiter Wagons Limited,INE209L01016,Railway Wagons
KFINTECH,Kfin Technologies Limited,INE138Y01010,Depositories Clearing Houses and Other Intermediaries
SKFINDIA,SKF India Limited,INE640A01023,Abrasives & Bearings
HBLPOWER,HBL Power Systems Limited,INE292B01021,Auto Components & Equipments
RAYMOND,Raymond Limited,INE301A01014,Residential Commercial Projects
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,Power Generation
MMTC,MMTC Limited,INE123F01029,Trading & Distributors
TIMKEN,Timken India Limited,INE325A01013,Abrasives & Bearings
MARICO,Marico Limited,INE196A01026,Edible Oil
COROMANDEL,Coromandel International Limited,INE169A01031,Fertilizers
KNRCON,KNR Constructions Limited,INE634I01029,Civil Construction
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,E-Retail/ E-Commerce
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,Commodity Chemicals
MANAPPURAM,Manappuram Finance Limited,INE522D01027,Non Banking Financial Company (NBFC)
AIAENG,AIA Engineering Limited,INE212H01026,Castings & Forgings
BSOFT,BIRLASOFT LIMITED,INE836A01035,Computers - Software & Consulting
AMBER,Amber Enterprises India Limited,INE371P01015,Household Appliances
SUPREMEIND,Supreme Industries Limited,INE195A01028,Plastic Products - Industrial
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,Personal Care
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,Restaurants
GPPL,Gujarat Pipavav Port Limited,INE517F01014,Port & Port services
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,Residential Commercial Projects
TATAELXSI,Tata Elxsi Limited,INE670A01012,Computers - Software & Consulting
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,Iron & Steel Products
PFIZER,Pfizer Limited,INE182A01018,Pharmaceuticals
DBREALTY,Valor Estate Limited,INE879I01012,Residential Commercial Projects
GPIL,Godawari Power And Ispat limited,INE177H01039,Iron & Steel Products
BALAMINES,Balaji Amines Limited,INE050E01027,Specialty Chemicals
GODREJAGRO,Godrej Agrovet Limited,INE850D01014,Animal Feed
ALKYLAMINE,Alkyl Amines Chemicals Limited,INE150B01039,Specialty Chemicals
GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,Cigarettes & Tobacco Products
CUB,City Union Bank Limited,INE491A01021,Private Sector Bank
RENUKA,Shree Renuka Sugars Limited,INE087H01022,Sugar
MAHABANK,Bank of Maharashtra,INE457A01014,Public Sector Bank
CARBORUNIV,Carborundum Universal Limited,INE120A01034,Abrasives & Bearings
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,Tour Travel Related Services
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,Other Telecom Services
MINDACORP,Minda Corporation Limited,INE842C01021,Auto Components & Equipments
GUJGASLTD,Gujarat Gas Limited,INE844O01030,LPG/CNG/PNG/LNG Supplier
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,TV Broadcasting & Software Production
PETRONET,Petronet LNG Limited,INE347G01014,LPG/CNG/PNG/LNG Supplier
BHARATFORG,Bharat Forge Limited,INE465A01025,Auto Components & Equipments
PRAJIND,Praj Industries Limited,INE074A01025,Industrial Products
ARE&M,Amara Raja Energy & Mobility Limited,INE885A01032,Auto Components & Equipments
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,INE149A01033,Investment Company
VIPIND,VIP Industries Limited,INE054A01027,Plastic Products - Consumer
IDBI,IDBI Bank Limited,INE008A01015,Private Sector Bank
JMFINANCIL,JM Financial Limited,INE780C01023,Holding Company
TORNTPOWER,Torrent Power Limited,INE813H01021,Integrated Power Utilities
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,Household Products
IRCON,Ircon International Limited,INE962Y01021,Civil Construction
NATCOPHARM,Natco Pharma Limited,INE987B01026,Pharmaceuticals
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,Non Banking Financial Company (NBFC)
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,Auto Components & Equipments
IOB,Indian Overseas Bank,INE565A01014,Public Sector Bank
KPIL,Kalpataru Projects International Limited,INE220B01022,Civil Construction
CANFINHOME,Can Fin Homes Limited,INE477A01020,Housing Finance Company
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,Compressors Pumps & Diesel Engines
THERMAX,Thermax Limited,INE152A01029,Heavy Electrical Equipment
ASHOKLEY,Ashok Leyland Limited,INE208A01029,Commercial Vehicles
HONAUT,Honeywell Automation India Limited,INE671A01010,Industrial Products
PATANJALI,Patanjali Foods Limited,INE619A01035,Edible Oil
DEVYANI,Devyani International Limited,INE872J01023,Restaurants
BIKAJI,Bikaji Foods International Limited,INE00E101023,Packaged Foods
IEX,Indian Energy Exchange Limited,INE022Q01020,Exchange and Data Platform
ABBOTINDIA,Abbott India Limited,INE358A01014,Pharmaceuticals
CESC,CESC Limited,INE486A01021,Integrated Power Utilities
UCOBANK,UCO Bank,INE691A01018,Public Sector Bank
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,Financial Institution
SUVENPHAR,Suven Pharmaceuticals Limited,INE03QK01018,Pharmaceuticals
UPL,UPL Limited,INE628A01036,Pesticides & Agrochemicals
MPHASIS,MphasiS Limited,INE356A01018,Computers - Software & Consulting
VGUARD,V-Guard Industries Limited,INE951I01027,Household Appliances
CLEAN,Clean Science and Technology Limited,INE227W01023,Specialty Chemicals
JSL,Jindal Stainless Limited,INE220G01021,Iron & Steel
PVRINOX,PVR INOX Limited,INE191H01014,Film Production Distribution & Exhibition
PIIND,PI Industries Limited,INE603J01030,Pesticides & Agrochemicals
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,Financial Institution
ABREL,Aditya Birla Real Estate Limited,INE055A01016,Paper & Paper Products
INTELLECT,Intellect Design Arena Limited,INE306R01017,Computers - Software & Consulting
GMRINFRA,GMR Airports Infrastructure Limited,INE776C01039,Airport & Airport services
GET&D,GE T&D India Limited,INE200A01026,Heavy Electrical Equipment
AAVAS,Aavas Financiers Limited,INE216P01012,Housing Finance Company
HINDZINC,Hindustan Zinc Limited,INE267A01025,Zinc
BANDHANBNK,Bandhan Bank Limited,INE545U01014,Private Sector Bank
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,Residential Commercial Projects
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,Sugar
AUBANK,AU Small Finance Bank Limited,INE949L01017,Other Bank
ELECON,Elecon Engineering Company Limited,INE205B01031,Industrial Products
BHARTIHEXA,Bharti Hexacom Limited,INE343G01021,Telecom - Cellular & Fixed line services
ENGINERSIN,Engineers India Limited,INE510A01028,Civil Construction
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,Asset Management Company
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,Railway Wagons
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,Household Appliances
RITES,RITES Limited,INE320J01015,Civil Construction
CELLO,Cello World Limited,INE0LMW01024,Houseware
ITI,ITI Limited,INE248A01017,Telecom - Equipment & Accessories
IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals
INDUSTOWER,Indus Towers Limited,INE121J01017,Telecom - Infrastructure
WELCORP,Welspun Corp Limited,INE191B01025,Iron & Steel Products
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,Computers - Software & Consulting
MRF,MRF Limited,INE883A01011,Tyres & Rubber Products
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,Fertilizers
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,Heavy Electrical Equipment
SOLARINDS,Solar Industries India Limited,INE343H01029,Explosives
EIDPARRY,EID Parry India Limited,INE126A01031,Fertilizers
JUSTDIAL,Just Dial Limited,INE599M01018,Internet & Catalogue Retail
JBMA,JBM Auto Limited,INE927D01044,Auto Components & Equipments
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01012,Ship Building & Allied Services
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,Paints
HSCL,Himadri Speciality Chemical Limited,INE019C01026,Specialty Chemicals
NATIONALUM,National Aluminium Company Limited,INE139A01034,Aluminium
ENDURANCE,Endurance Technologies Limited,INE913H01037,Auto Components & Equipments
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,Computers - Software & Consulting
LUPIN,Lupin Limited,INE326A01037,Pharmaceuticals
NETWEB,Netweb Technologies India Limited,INE0NT901020,Computers Hardware & Equipments
ACI,Archean Chemical Industries Limited,INE128X01021,Specialty Chemicals
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,E-Retail/ E-Commerce
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,Specialty Chemicals
CDSL,Central Depository Services (India) Limited,INE736A01011,Depositories Clearing Houses and Other Intermediaries
PAGEIND,Page Industries Limited,INE761H01022,Garments & Apparels
JKCEMENT,JK Cement Limited,INE823G01014,Cement & Cement Products
FINPIPE,Finolex Industries Limited,INE183A01024,Plastic Products - Industrial
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,Housing Finance Company
MEDANTA,Global Health Limited,INE474Q01031,Hospital
USHAMART,Usha Martin Limited,INE228A01035,Iron & Steel Products
CYIENT,Cyient Limited,INE136B01020,IT Enabled Services
SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology
MGL,Mahanagar Gas Limited,INE002S01010,LPG/CNG/PNG/LNG Supplier
RADICO,Radico Khaitan Limited,INE944F01028,Breweries & Distilleries
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,Specialty Chemicals
INOXINDIA,INOX India Limited,INE616N01034,Other Industrial Products
BIOCON,Biocon Limited,INE376G01013,Pharmaceuticals
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,Fertilizers
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,Pharmaceuticals
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,Ceramics
SRF,SRF Limited,INE647A01010,Specialty Chemicals
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,Housing Finance Company
GILLETTE,Gillette India Limited,INE322A01010,Personal Care
AJANTPHARM,Ajanta Pharma Limited,INE031B01049,Pharmaceuticals
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,Housing Finance Company
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,Non Banking Financial Company (NBFC)
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,Electrodes & Refractories
VTL,Vardhman Textiles Limited,INE825A01020,Other Textile Products
ASTRAL,Astral Limited,INE006I01046,Plastic Products - Industrial
OIL,Oil India Limited,INE274J01014,Oil Exploration & Production
EXIDEIND,Exide Industries Limited,INE302A01020,Auto Components & Equipments
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,Private Sector Bank
BALKRISIND,Balkrishna Industries Limited,INE787D01026,Tyres & Rubber Products
CCL,CCL Products (India) Limited,INE421D01022,Tea & Coffee
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,Asset Management Company
BAYERCROP,Bayer Cropscience Limited,INE462A01022,Pesticides & Agrochemicals
NEWGEN,Newgen Software Technologies Limited,INE619B01017,Computers - Software & Consulting
DALBHARAT,Dalmia Bharat Limited,INE00R701025,Cement & Cement Products
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,Industrial Minerals
DIXON,Dixon Technologies (India) Limited,INE935N01020,Consumer Electronics
ANANDRATHI,Anand Rathi Wealth Limited,INE463V01026,Financial Products Distributor
ACC,ACC Limited,INE012A01025,Cement & Cement Products
SONATSOFTW,Sonata Software Limited,INE269A01021,Computers - Software & Consulting
CUMMINSIND,Cummins India Limited,INE298A01020,Compressors Pumps & Diesel Engines
BALRAMCHIN,Balrampur Chini Mills Limited,INE119A01028,Sugar
POLYCAB,Polycab India Limited,INE455K01017,Cables - Electricals
TATACOMM,Tata Communications Limited,INE151A01013,Telecom - Cellular & Fixed line services
GICRE,General Insurance Corporation of India,INE481Y01014,General Insurance
IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier
ATUL,Atul Limited,INE100A01010,Specialty Chemicals
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,Pharmaceuticals
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,Heavy Electrical Equipment
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,Non Banking Financial Company (NBFC)
HINDCOPPER,Hindustan Copper Limited,INE531E01026,Copper
TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals
POLICYBZR,PB Fintech Limited,INE417T01026,Financial Technology (Fintech)
FIVESTAR,Five-Star Business Finance Limited,INE128S01021,Non Banking Financial Company (NBFC)
3MINDIA,3M India Limited,INE470A01017,Diversified
NMDC,NMDC Limited,INE584A01023,Industrial Minerals
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,Logistics Solution Provider
PERSISTENT,Persistent Systems Limited,INE262H01021,Computers - Software & Consulting
GSPL,Gujarat State Petronet Limited,INE246F01010,Gas Transmission/Marketing
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,Sponge Iron
GODREJPROP,Godrej Properties Limited,INE484J01027,Residential Commercial Projects
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,Aerospace & Defense
ANGELONE,Angel One Limited,INE732I01013,Stockbroking & Allied
HONASA,Honasa Consumer Limited,INE0J5401028,Personal Care
SBFC,SBFC Finance Limited,INE423Y01016,Non Banking Financial Company (NBFC)
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,Restaurants
HFCL,HFCL Limited,INE548A01028,Telecom - Infrastructure
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,Other Telecom Services
PAYTM,One 97 Communications Limited,INE982J01020,Financial Technology (Fintech)
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,Commodity Chemicals
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,Fertilizers
BATAINDIA,Bata India Limited,INE176A01028,Footwear
ESCORTS,Escorts Kubota Limited,INE042A01014,Tractors
CENTRALBK,Central Bank of India,INE483A01010,Public Sector Bank
MANKIND,Mankind Pharma Limited,INE634S01028,Pharmaceuticals
LTTS,L&T Technology Services Limited,INE010V01017,IT Enabled Services
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
PEL,Piramal Enterprises Limited,INE140A01024,Non Banking Financial Company (NBFC)
GRANULES,Granules India Limited,INE101D01020,Pharmaceuticals
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,Fertilizers
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,Housing Finance Company
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,Pharmaceuticals
RAMCOCEM,The Ramco Cements Limited,INE331A01037,Cement & Cement Products
FEDERALBNK,The Federal Bank  Limited,INE171A01029,Private Sector Bank
OLECTRA,Olectra Greentech Limited,INE260D01016,Passenger Cars & Utility Vehicles
SWANENERGY,Swan Energy Limited,INE665A01038,Diversified
SOBHA,Sobha Limited,INE671H01015,Residential Commercial Projects
MASTEK,Mastek Limited,INE759A01021,Computers - Software & Consulting
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,Refineries & Marketing
TATAINVEST,Tata Investment Corporation Limited,INE672A01018,Investment Company
GRAPHITE,Graphite India Limited,INE371A01025,Electrodes & Refractories
PTCIL,PTC Industries Limited,INE596F01018,Other Industrial Products
GODREJIND,Godrej Industries Limited,INE233A01035,Diversified
CONCOR,Container Corporation of India Limited,INE111A01025,Logistics Solution Provider
SANOFI,Sanofi India Limited,INE058A01010,Pharmaceuticals
UBL,United Breweries Limited,INE686F01025,Breweries & Distilleries
AEGISLOG,Aegis Logistics Limited,INE208C01025,Trading - Gas
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,Healthcare Service Provider
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,Auto Components & Equipments
MFSL,Max Financial Services Limited,INE180A01020,Life Insurance
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,Auto Components & Equipments
KEI,KEI Industries Limited,INE878B01027,Cables - Electricals
AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,Pharmaceuticals
ISEC,ICICI Securities Limited,INE763G01038,Stockbroking & Allied
GAEL,Gujarat Ambuja Exports Limited,INE036B01030,Other Agricultural Products
NLCINDIA,NLC India Limited,INE589A01014,Power Generation
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,Residential Commercial Projects
CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,Plywood Boards/ Laminates
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,Aerospace & Defense
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,Specialty Chemicals
AVANTIFEED,Avanti Feeds Limited,INE871C01038,Animal Feed
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,Software Products
KSB,Ksb Limited,INE999A01023,Compressors Pumps & Diesel Engines
BSE,BSE Limited,INE118H01025,Exchange and Data Platform
ACE,Action Construction Equipment Limited,INE731H01025,Construction Vehicles
RVNL,Rail Vikas Nigam Limited,INE415G01027,Civil Construction
VOLTAS,Voltas Limited,INE226A01021,Household Appliances
JINDALSAW,Jindal Saw Limited,INE324A01032,Iron & Steel Products
ASTERDM,Aster DM Healthcare Limited,INE914M01019,Hospital
ELGIEQUIP,Elgi Equipments Limited,INE285A01027,Compressors Pumps & Diesel Engines
CEATLTD,CEAT Limited,INE482A01020,Tyres & Rubber Products
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,Hospital
FSL,Firstsource Solutions Limited,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
OFSS,Oracle Financial Services Software Limited,INE881D01027,Software Products
CRISIL,CRISIL Limited,INE007A01025,Other Financial Services
FINEORG,Fine Organic Industries Limited,INE686Y01026,Specialty Chemicals
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals
INDIACEM,The India Cements Limited,INE383A01012,Cement & Cement Products
GLAND,Gland Pharma Limited,INE068V01023,Pharmaceuticals
BLUEDART,Blue Dart Express Limited,INE233B01017,Logistics Solution Provider
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,Pharmaceuticals
MCX,Multi Commodity Exchange of India Limited,INE745G01035,Exchange and Data Platform
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,Pharmaceuticals
NETWORK18,Network18 Media & Investments Limited,INE870H01013,Media & Entertainment
BEML,BEML Limited,INE258A01016,Construction Vehicles
GRINFRA,G R Infraprojects Limited,INE201P01022,Civil Construction
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,Healthcare Service Provider
COFORGE,Coforge Limited,INE591G01017,Computers - Software & Consulting
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,Pesticides & Agrochemicals
TIINDIA,Tube Investments of India Limited,INE974X01010,Auto Components & Equipments
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,Iron & Steel Products
BBTC,Bombay Burmah Trading Corporation Limited,INE050A01025,Packaged Foods
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,Specialty Chemicals
APARINDS,Apar Industries Limited,INE372A01015,Other Electrical Equipment
MANYAVAR,Vedant Fashions Limited,INE825V01034,Speciality Retail
ASTRAZEN,AstraZeneca Pharma India Limited,INE203A01020,Pharmaceuticals
BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Paints
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,Commodity Chemicals
INOXWIND,Inox Wind Limited,INE066P01011,Heavy Electrical Equipment
APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,Pharmaceuticals
AWL,Adani Wilmar Limited,INE699H01024,Edible Oil
