symbol,companyName,isin,industry
BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Paints
ASIANPAINT,Asian Paints Limited,INE021A01026,Paints
PIDILITIND,Pidilite Industries Limited,INE318A01026,Specialty Chemicals
DABUR,Dabur India Limited,INE016A01026,Personal Care
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,Diversified FMCG
HAL,Hindustan Aeronautics Limited,INE066F01020,Aerospace & Defense
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
NESTLEIND,Nestle India Limited,INE239A01024,Packaged Foods
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,2/3 Wheelers
GODREJCP,Godrej Consumer Products Limited,INE102D01028,Personal Care
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals
BEL,Bharat Electronics Limited,INE263A01024,Aerospace & Defense
HDFCBANK,HDFC Bank Limited,INE040A01034,Private Sector Bank
EICHERMOT,Eicher Motors Limited,INE066A01021,2/3 Wheelers
BRITANNIA,Britannia Industries Limited,INE216A07052,Packaged Foods
HAVELLS,Havells India Limited,INE176B01034,Consumer Electronics
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting
MARICO,Marico Limited,INE196A01026,Edible Oil
ITC,ITC Limited,INE154A01025,Diversified FMCG
HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software & Consulting
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,Tour Travel Related Services
MARUTI,Maruti Suzuki India Limited,INE585B01010,Passenger Cars & Utility Vehicles
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,2/3 Wheelers
BOSCHLTD,Bosch Limited,INE323A01026,Auto Components & Equipments
TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software & Consulting
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting
LTIM,LTIMindtree Limited,INE214T01019,Computers - Software & Consulting
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment
COALINDIA,Coal India Limited,INE522F01014,Coal
WIPRO,Wipro Limited,INE075A01022,Computers - Software & Consulting
